06	30	89	46	56	54	31
82	30	99	17	75	98	34
42	87	14	15	23	05	58
04	28	33	08	23	39	06
07	23	23	95	58	89	12
21	05	89	56	56	17	30
38	13	47	05	79	47	67
53	14	73	81	06	10	11
45	23	35	73	10	14	33
46	07	30	46	90	13	64
91	95	52	96	31	91	89
84	96	37	61	58	99	55
45	71	95	35	75	34	29
58	43	15	87	82	37	30
74	05	35	46	20	87	58
39	55	34	58	97	90	-1
76	62	60	29	05	22	33
75	54	18	65	23	69	95
37	88	44	33	87	29	58
16	99	68	11	93	08	97
66	85	74	20	39	88	19
86	79	63	41	61	94	21
87	30	98	92	11	80	05
78	35	44	23	92	84	48
46	98	15	43	33	66	96
58	99	60	14	00	62	08
32	74	40	39	55	32	12
00	-1	-1	-1	-1	-1	-1
-1	31	54	00	92	51	87
20	40	82	26	72	10	97
82	55	74	38	49	23	37
39	73	70	93	24	06	01
88	44	76	37	43	53	18
98	81	58	30	52	11	83
09	78	26	57	80	10	44
43	11	00	95	61	55	70
13	11	15	30	-1	14	36
05	28	76	54	08	71	17
06	82	18	00	21	43	63
26	10	-1	15	65	31	55
10	18	57	58	72	25	58
21	80	32	11	02	48	31
67	18	43	26	36	86	99
74	04	66	85	84	48	35
09	55	36	31	71	97	75
88	28	93	23	59	31	18
32	48	97	99	96	65	38
73	12	20	50	55	28	17
24	90	28	12	43	02	75
58	09	54	27	46	60	11
33	92	18	94	87	76	94
24	90	28	12	43	02	75
12	41	09	86	17	53	45
28	59	84	27	69	92	37
-1	-1	56	95	14	02	30
53	09	25	49	86	87	42
30	55	01	60	94	43	18
77	51	42	64	39	51	78
64	79	28	11	02	42	03
07	71	74	93	69	22	59
19	89	69	24	25	67	39
55	26	43	72	39	59	27
86	42	58	28	34	68	05
34	18	59	69	31	88	18
97	21	60	83	02	53	31
61	41	08	21	39	99	11
91	11	40	67	90	26	26
52	08	39	74	43	89	84
-1	37	50	09	96	41	35
82	71	32	24	62	80	41
69	57	72	00	87	56	15
02	37	85	74	92	39	44
19	17	69	58	81	78	35
11	29	68	45	91	24	96
19	19	36	89	62	21	98
21	74	59	17	45	38	90
57	66	02	69	73	98	48
14	00	59	99	37	51	14
-1	13	08	13	49	28	63
06	02	92	87	84	55	25
19	14	26	03	33	78	89
44	52	38	67	46	98	85
42	30	91	58	14	72	05
18	46	15	79	22	40	15
83	72	15	50	83	70	28
43	10	52	03	45	72	03
54	27	16	04	32	52	44
16	49	83	05	11	32	49
21	84	26	91	84	76	42
10	83	11	38	53	06	85
16	34	88	01	59	30	66
90	50	23	54	00	29	13
68	49	50	96	41	80	52
31	69	08	12	03	98	49
34	19	47	54	09	24	95
31	49	24	79	21	14	95
37	29	12	22	13	52	02
50	16	57	13	95	39	15
09	75	15	16	67	58	02
39	67	15	06	41	26	21
37	48	24	46	89	41	59
26	51	24	41	78	51	35
70	91	67	03	81	20	96
11	25	32	26	84	73	09
68	25	17	93	04	86	91
20	28	95	66	82	06	28
75	40	98	12	17	69	40
96	22	69	18	02	34	59
40	19	03	53	75	24	41
60	11	01	65	42	13	39
80	04	68	21	29	28	66
54	85	75	35	11	26	77
95	32	12	52	70	97	59
84	54	17	89	22	30	71
55	92	70	93	11	96	00
86	69	08	16	34	99	71
26	05	98	56	40	61	25
79	69	75	14	11	87	30
81	09	76	10	65	80	11
43	31	74	20	92	75	88
10	70	29	41	55	67	88
22	71	82	60	73	45	30
28	78	19	45	47	63	88
44	28	23	63	69	99	11
73	61	81	27	56	90	42
31	55	67	43	58	29	12
48	50	21	97	35	86	13
04	61	86	93	64	09	44
82	96	89	10	65	87	34
97	41	80	62	22	71	93
45	76	20	33	81	52	64
91	39	78	42	63	11	52
70	93	28	14	95	94	53
-1	-1	-1	-1	-1	-1	-1
90	32	80	08	14	34	01
40	23	26	97	48	00	19
25	28	37	19	08	44	52
75	18	12	67	95	40	21
87	33	87	14	98	62	09
79	70	42	14	85	89	06
73	36	91	85	01	64	34
07	28	79	97	20	35	92
37	51	52	44	09	02	88
22	86	74	70	30	12	56
41	59	29	88	13	59	37
26	86	36	02	89	54	91
09	23	10	34	66	20	74
64	37	90	96	54	31	50
17	35	18	20	99	13	63
82	36	47	85	25	93	17
76	91	34	65	65	93	20
90	63	69	70	48	29	51
-1	24	08	96	95	10	81
86	01	25	46	23	40	30
47	59	02	89	13	53	00
17	48	48	73	92	05	63
09	01	63	49	53	66	75
12	79	63	90	51	42	69
79	45	09	21	63	91	09
65	22	48	78	12	67	31
91	88	61	58	51	03	53
76	46	33	17	20	66	42
15	07	32	99	45	70	36
97	47	79	25	74	31	00
86	12	15	30	66	96	88
85	90	35	49	17	37	21
37	11	62	67	04	65	88
20	47	20	31	73	57	91
86	51	22	37	34	90	84
46	23	02	35	71	45	06
13	95	06	47	29	06	39
09	44	21	35	69	79	19
18	44	37	97	27	21	04
56	30	17	33	48	46	20
22	18	59	45	11	81	63
41	92	31	66	29	77	41
06	74	83	56	15	89	99
20	54	12	66	87	09	45
78	34	78	01	58	50	22
92	19	05	22	86	56	51
17	84	55	53	40	86	66
41	08	11	76	37	53	64
97	02	46	43	01	79	12
33	18	96	03	54	12	78
04	40	28	04	20	67	60
86	10	48	67	98	30	39
73	51	80	52	99	16	33
43	80	21	21	70	97	55
79	13	59	22	02	13	81
28	59	60	70	53	42	99
13	68	96	88	41	84	91
07	53	91	77	39	00	59
86	59	17	03	53	30	49
32	96	92	78	15	11	53
82	51	76	01	99	10	31
45	75	80	99	23	90	75
03	18	40	54	45	23	07
47	27	10	95	01	69	35
91	46	89	75	73	18	23
56	27	60	25	77	33	17
42	51	01	32	90	33	59
76	90	25	93	44	89	77
84	74	31	40	13	25	34
00	45	98	88	13	80	28
62	48	77	37	91	11	08
57	15	42	87	68	63	96
82	94	08	30	04	55	72
62	90	59	58	82	76	77
30	38	28	96	14	54	14
90	71	34	29	66	92	16
44	26	33	57	53	07	02
13	07	31	57	29	53	88
55	17	18	32	17	22	57
28	35	66	60	51	93	84
79	44	03	81	22	58	07
31	02	58	88	92	78	44
76	49	15	91	90	85	11
56	18	75	22	12	59	36
15	44	81	41	79	66	49
09	82	73	12	07	66	07
10	55	95	00	67	80	60
58	07	65	24	08	85	11
43	92	44	73	77	62	67
98	42	15	22	52	73	66
71	92	40	77	36	82	24
66	30	20	83	89	22	60
43	23	78	04	56	98	39
00	18	46	39	01	45	70
56	65	11	06	72	88	18
20	68	35	81	08	82	30
95	47	20	69	82	50	16
45	90	25	50	24	33	94
61	29	35	18	24	51	09
41	30	10	67	99	88	13
78	64	12	76	08	59	10
32	17	83	90	63	76	23
67	77	40	51	02	41	57
87	07	50	96	44	80	58
44	59	80	11	68	91	27
01	69	60	39	57	24	23
88	09	42	05	13	90	80
42	79	13	61	09	50	51
08	50	91	68	32	44	22
12	79	30	77	60	63	54
90	61	48	37	85	13	27
64	32	98	30	52	81	40
30	12	80	94	32	38	99
84	72	13	89	07	40	65
39	01	25	50	12	33	01
22	65	76	24	19	66	00
30	07	60	18	93	23	67
97	13	71	02	20	88	27
53	41	30	47	56	88	08
09	55	33	06	84	09	52
78	53	93	85	45	70	85
01	44	82	20	90	86	01
64	20	15	83	56	19	34
09	93	51	11	80	39	30
79	01	37	26	44	38	12
38	10	56	30	82	70	92
78	08	97	53	42	48	00
20	84	62	18	34	09	50
38	29	13	40	92	53	82
12	60	08	56	10	26	49
86	20	33	40	90	42	36
02	62	51	81	74	60	02
40	24	08	25	10	84	06
