54	29	14	63	21	49	0
40	54	70	68	31	83	14
63	28	32	78	55	27	58
11	65	81	21	57	67	89
79	57	67	95	73	99	44
34	5	95	45	92	35	76
31	22	10	65	10	85	73
57	21	58	41	57	2	91
82	96	2	93	14	51	39
52	8	80	92	29	6	62
92	30	18	38	58	38	16
4	16	64	34	19	61	44
32	90	39	98	71	93	13
31	59	73	95	25	76	40
39	90	21	10	67	67	22
19	31	85	10	71	13	31
75	51	32	0	51	39	10
74	69	63	27	16	94	56
94	16	29	55	21	49	91
16	25	11	61	21	85	79
92	73	73	7	23	47	51
33	92	63	85	11	27	68
12	69	46	75	14	29	12
8	56	47	91	90	23	56
2	37	82	34	75	21	17
92	59	78	25	68	13	0
90	74	27	59	63	7	82
12	75	79	48	62	44	35
8	49	76	31	28	7	59
83	9	27	15	63	74	2
4	75	63	17	99	53	30
77	18	59	49	62	71	22
71	26	97	7	49	91	29
2	40	17	47	51	0	61
24	60	29	28	2	46	-1
10	77	94	60	16	35	55
99	31	19	97	71	60	77
42	48	17	33	13	55	53
8	94	53	9	63	31	60
5	5	52	2	20	97	24
97	58	94	26	12	26	98
48	8	80	55	44	2	89
7	28	0	77	91	93	6
36	32	72	64	36	47	33
42	55	91	91	77	68	97
49	52	95	22	16	46	90
49	78	48	78	99	13	-1
93	58	0	53	73	88	94
29	74	2	69	14	59	62
86	32	86	17	5	20	49
16	7	47	96	51	8	44
80	96	69	46	14	20	31
50	86	42	97	67	17	21
42	56	33	13	24	12	10
59	2	31	96	10	55	9
16	96	39	48	78	22	82
39	50	71	82	44	7	28
93	73	11	87	90	69	16
83	53	70	90	85	56	88
9	40	12	93	24	64	24
90	64	16	55	29	2	49
28	78	8	96	45	77	53
60	22	11	35	57	29	50
44	59	8	30	96	8	-1
83	30	4	58	8	48	-1
90	17	79	80	14	-1	-1
1	74	96	21	51	-1	-1
45	35	82	70	68	23	8
17	44	57	78	86	18	33
51	89	11	36	19	91	51
83	74	97	16	69	41	51
93	22	40	35	4	-1	-1
83	92	20	40	80	-1	-1
59	15	23	47	76	11	-1
60	97	43	71	36	87	27
64	32	52	18	86	79	60
56	81	6	16	30	-1	-1
58	65	74	93	37	81	0
40	90	70	14	66	4	-1
19	96	44	43	59	20	21
73	55	38	87	5	99	-1
51	80	32	79	98	30	52
22	56	37	19	80	11	-1
34	75	93	11	22	1	64
61	25	59	98	42	39	-1
79	35	3	44	29	70	13
53	40	-1	-1	-1	-1	-1
49	50	21	85	84	-1	-1
68	0	48	40	94	15	66
94	6	91	2	59	23	64
75	51	64	6	-1	-1	-1
88	97	13	49	-1	-1	-1
94	83	47	32	16	51	98
6	54	34	92	64	25	45
69	96	6	10	81	28	90
89	27	64	93	4	16	60
88	22	67	8	27	78	-1
58	1	49	98	30	59	3
50	97	49	11	28	81	22
81	43	93	50	35	48	64
17	41	56	14	61	19	44
64	88	69	81	68	35	10
67	4	90	86	45	2	18
60	11	80	63	92	87	49
53	9	55	89	33	4	40
62	48	17	61	26	74	28
77	84	43	34	89	93	48
19	70	39	8	95	22	38
71	68	23	99	97	20	16
80	94	45	2	53	93	57
7	23	71	50	87	93	81
13	61	29	74	7	95	52
66	96	79	49	38	80	13
30	6	52	17	27	51	33
56	25	38	43	90	30	41
94	7	87	41	17	83	78
47	97	65	54	67	15	44
16	54	66	42	50	9	27
21	7	59	19	25	46	7
56	42	3	52	10	9	98
88	81	17	37	84	81	-1
75	41	90	77	68	96	5
72	42	61	97	2	75	-1
51	67	46	53	77	58	60
15	72	90	95	13	40	94
85	9	58	46	99	25	56
81	52	96	55	61	70	27
40	4	59	0	94	67	93
61	89	78	4	70	12	25
11	37	80	13	47	73	35
20	88	91	8	26	42	8
62	15	6	70	57	6	64
47	31	74	9	14	-1	-1
6	21	46	78	98	71	89
30	79	92	28	52	1	88
73	26	32	47	95	30	74
43	79	22	43	19	79	8
70	28	40	14	98	41	84
3	89	55	28	99	18	50
89	74	6	42	17	45	3
62	31	86	82	39	7	90
11	59	40	16	54	35	86
91	87	11	25	10	76	5
16	79	92	17	93	15	60
71	96	82	46	15	78	99
10	65	52	86	19	2	44
87	33	61	40	18	60	98
41	42	52	47	11	51	35
87	57	36	83	4	93	6
27	68	57	21	67	21	99
57	81	13	63	88	8	13
98	79	12	90	42	41	60
31	43	0	32	10	2	31
12	21	37	62	32	18	20
94	5	32	13	65	92	0
58	7	52	15	2	52	13
8	7	28	9	99	40	95
64	13	31	93	69	23	21
38	63	50	63	0	83	66
4	91	71	20	60	51	20
57	57	85	58	85	42	81
64	34	66	29	50	84	66
90	4	30	50	28	5	4
52	30	1	18	67	56	30
71	75	66	15	79	22	88
71	14	53	73	41	21	74
4	63	85	57	96	52	11
81	15	99	34	49	60	94
47	35	70	15	44	20	39
57	78	27	82	31	88	18
16	96	87	98	24	8	65
86	8	30	23	89	46	32
4	23	24	33	13	58	18
13	48	90	76	62	21	77
21	79	37	94	12	54	3
84	25	97	46	18	1	22
92	61	4	8	43	34	2
48	71	70	56	18	96	99
10	37	25	17	95	82	31
97	13	59	76	16	29	70
34	60	82	4	51	30	75
69	52	90	86	2	57	67
54	18	30	45	67	34	48
73	64	13	18	22	47	8
19	43	67	2	91	60	11
76	32	14	63	87	20	89
56
81
30
01
