40	67	21	48	91	10	24
81	29	24	61	96	13	85
17	46	92	35	20	51	89
73	91	57	88	37	13	24
45	12	43	15	93	81	73
81	54	24	87	21	64	50
06	84	52	59	31	69	58
88	63	84	26	07	76	57
08	97	79	08	89	29	47
65	16	40	39	90	27	05
78	98	30	53	86	03	63
27	35	13	34	71	67	15
84	61	91	37	52	03	96
77	69	20	58	42	50	51
76	17	27	51	86	99	04
54	81	14	81	47	51	23
86	15	81	85	25	28	64
50	35	29	57	50	17	36
22	92	59	04	24	82	74
33	82	59	32	78	91	34
65	13	94	41	49	05	91
64	35	52	79	70	43	18
73	61	07	53	27	68	09
42	38	29	70	64	46	41
59	94	16	89	23	83	52
62	04	30	16	36	55	46
20	18	64	06	95	40	83
53	63	72	94	18	06	93
08	17	25	50	37	28	15
14	59	02	37	38	15	34
62	19	05	62	76	51	22
72	45	40	96	26	81	30
35	43	50	64	71	26	96
45	66	17	55	32	70	54
85	21	51	99	13	61	-1
71	91	48	87	91	42	59
12	01	42	46	29	21	77
42	92	12	19	02	91	39
18	18	91	81	98	10	30
16	56	15	34	23	30	25
08	03	58	14	90	40	93
49	77	66	94	05	44	20
14	76	30	86	60	22	20
46	55	99	50	17	14	31
02	28	18	25	08	91	01
03	06	80	68	72	91	16
31	44	57	14	07	96	-1
07	32	57	98	41	01	25
43	27	65	82	30	58	63
15	20	36	76	11	84	30
40	59	89	13	76	06	19
95	10	81	51	66	43	95
62	89	70	47	60	91	26
39	87	67	08	60	70	65
07	74	55	07	34	39	21
06	51	43	24	78	34	28
12	71	06	40	32	55	83
58	37	76	36	11	46	53
85	94	18	70	61	24	01
59	02	55	25	62	04	99
07	17	66	37	14	24	85
04	76	41	83	57	24	66
02	39	44	57	15	00	91
13	57	93	81	36	83	58
06	95	81	00	24	10	29
34	45	31	90	80	19	-1
52	32	54	24	07	13	30
96	60	44	14	41	02	84
22	57	01	70	15	45	67
06	10	34	60	51	78	66
38	13	63	79	11	04	53
31	86	10	73	99	56	07
94	80	61	52	17	73	07
91	31	46	18	82	32	28
66	76	34	82	56	25	18
58	64	10	96	54	11	96
81	43	94	18	39	75	53
82	95	70	29	86	70	59
06	96	15	08	59	64	97
57	02	70	60	97	08	35
53	27	07	95	84	30	55
08	52	27	30	28	53	40
50	30	75	81	15	03	79
67	92	44	08	82	64	90
47	55	39	14	71	91	84
00	92	69	04	74	87	51
17	47	58	68	80	30	93
13	59	61	31	52	87	22
61	98	50	74	16	49	74
29	47	02	79	42	50	48
50	24	14	92	46	35	-1
06	90	09	52	64	22	54
84	58	20	01	45	39	90
06	19	64	50	75	68	24
86	74	52	46	22	69	76
01	56	47	97	02	68	10
20	71	01	10	77	01	-1
20	41	04	35	49	64	12
33	06	69	78	20	43	88
68	17	44	73	56	65	12
28	42	18	35	51	02	68
49	25	54	32	41	04	39
80	23	03	40	85	24	93
43	01	27	32	13	20	72
14	25	40	08	54	47	32
89	52	47	23	31	12	03
13	96	50	87	66	21	56
84	94	46	88	23	90	47
13	77	31	58	40	08	56
40	80	21	35	11	20	54
83	39	17	05	40	76	94
86	94	06	25	79	04	97
87	36	72	23	41	17	98
22	12	91	20	53	63	83
61	00	56	15	05	64	35
17	65	49	81	05	13	70
14	46	91	19	43	06	96
41	83	31	76	43	05	37
08	51	36	67	77	09	54
20	42	66	70	04	17	47
30	23	59	75	44	12	70
24	57	06	20	65	46	01
45	62	12	09	65	10	91
87	56	03	32	16	49	58
12	88	76	25	08	51	95
28	04	58	30	16	01	-1
40	76	67	56	46	98	43
39	08	42	20	75	49	55
82	02	13	86	03	25	81
20	72	97	63	82	07	50
09	23	40	93	28	79	45
96	09	54	43	98	37	76
45	34	21	03	80	65	50
26	07	90	82	24	44	52
74	46	72	07	-1	-1	-1
73	39	96	-1	-1	-1	-1
54	44	25	54	22	96	26
95	51	18	00	26	70	02
27	65	93	08	36	03	15
96	29	16	40	63	91	37
23	02	91	97	37	55	61
21	95	67	01	92	04	90
91	45	34	80	55	40	82
42	12	76	28	96	17	65
54	56	21	97	24	53	47
02	75	67	02	10	71	15
10	97	61	13	98	54	72
58	10	47	13	41	21	75
14	44	57	13	95	79	36
23	56	04	42	01	74	27
93	09	25	69	04	05	84
88	08	67	10	50	99	08
59	61	03	53	05	92	01
12	28	51	44	12	04	45
11	65	12	21	33	65	12
00	71	14	04	84	80	49
01	88	04	70	93	63	71
93	38	24	04	68	20	12
81	41	95	03	56	20	87
22	82	17	43	91	41	88
50	25	68	49	20	77	73
33	01	16	56	03	33	03
80	21	73	96	99	56	24
04	70	07	40	82	58	70
86	68	87	68	88	60	29
60	26	59	49	52	89	45
00	52	82	77	82	11	51
28	52	04	52	10	55	76
09	42	16	80	54	89	35
24	50	35	83	07	35	72
36	01	86	21	43	00	92
76	01	33	75	63	49	26
18	03	80	76	10	46	01
74	53	76	29	02	15	20
66	03	10	83	69	34	55
73	67	27	45	81	79	47
15	31	70	58	03	53	63
34	10	72	89	34	61	70
38	06	15	24	09	04	94
63	21	72	44	67	70	05
56	99	44	57	81	96	48
75	86	71	06	58	93	10
56	01	39	53	68	03	41
20	16	14	90	54	60	33
91	04	57	26	13	07	58
10	22	36	45	74	06	41
76	16	06	20	78	13	05
14	02	57	00	73	61
54
